tick,servidor,tipo,mensagem,timestamp
924,Server-A,ATENDIMENTO,Req 9318 FINALIZADA por Server-A-SUP0038 (0 transferências),1765574684.3944514
924,Server-A,ATENDIMENTO,Req 9319 FINALIZADA por Server-A-SUP0040 (0 transferências),1765574684.3944514
924,Server-A,ATENDIMENTO,Req 9320 FINALIZADA por Server-A-SUP0041 (0 transferências),1765574684.3944514
770,Server-C,FALHA_ATENDENTE,Atendente Server-C-VEN0405 (vendas) FALHOU,1765574684.3944514
924,Server-A,ATENDIMENTO,Req 9321 FINALIZADA por Server-A-SUP0043 (0 transferências),1765574684.3944514
924,Server-A,ATENDIMENTO,Req 9322 FINALIZADA por Server-A-SUP0046 (0 transferências),1765574684.3944514
924,Server-A,ATENDIMENTO,Req 9298 FINALIZADA por Server-A-VEN0000 (0 transferências),1765574684.3944514
924,Server-A,ATENDIMENTO,Req 9299 FINALIZADA por Server-A-VEN0001 (0 transferências),1765574684.3944514
770,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-VEN0635 ENTROU substituindo Server-C-VEN0405,1765574684.3944514
924,Server-A,ATENDIMENTO,Req 9301 FINALIZADA por Server-A-VEN0004 (0 transferências),1765574684.394975
770,Server-C,FALHA_ATENDENTE,Atendente Server-C-RESERVA-VEN0549 (vendas) FALHOU,1765574684.394975
924,Server-A,ATENDIMENTO,Req 9304 FINALIZADA por Server-A-VEN0005 (0 transferências),1765574684.394975
924,Server-A,ATENDIMENTO,Req 9306 FINALIZADA por Server-A-VEN0010 (0 transferências),1765574684.394975
924,Server-A,ATENDIMENTO,Req 9307 FINALIZADA por Server-A-VEN0015 (0 transferências),1765574684.394975
924,Server-A,ATENDIMENTO,Req 9310 FINALIZADA por Server-A-VEN0016 (0 transferências),1765574684.394975
924,Server-A,ATENDIMENTO,Req 9312 FINALIZADA por Server-A-VEN0018 (0 transferências),1765574684.394975
924,Server-A,ATENDIMENTO,Req 9313 FINALIZADA por Server-A-VEN0020 (0 transferências),1765574684.394975
924,Server-A,ATENDIMENTO,Req 9314 FINALIZADA por Server-A-VEN0023 (0 transferências),1765574684.394975
770,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-SUP0636 ENTROU substituindo Server-C-RESERVA-VEN0549,1765574684.394975
924,Server-A,ATENDIMENTO,Req 9315 FINALIZADA por Server-A-VEN0025 (0 transferências),1765574684.394975
925,Server-A,RECEBIMENTO,Req 9323 (vendas) recebida na fila,1765574684.4057543
925,Server-A,RECEBIMENTO,Req 9324 (suporte) recebida na fila,1765574684.4057543
925,Server-A,RECEBIMENTO,Req 9325 (suporte) recebida na fila,1765574684.4057543
925,Server-A,RECEBIMENTO,Req 9326 (vendas) recebida na fila,1765574684.4057543
925,Server-A,RECEBIMENTO,Req 9327 (vendas) recebida na fila,1765574684.4057543
925,Server-A,RECEBIMENTO,Req 9328 (vendas) recebida na fila,1765574684.406289
925,Server-A,RECEBIMENTO,Req 9329 (suporte) recebida na fila,1765574684.406289
925,Server-A,RECEBIMENTO,Req 9330 (suporte) recebida na fila,1765574684.406289
925,Server-A,RECEBIMENTO,Req 9331 (suporte) recebida na fila,1765574684.406289
925,Server-A,RECEBIMENTO,Req 9332 (suporte) recebida na fila,1765574684.406289
925,Server-A,RECEBIMENTO,Req 9333 (suporte) recebida na fila,1765574684.406289
925,Server-A,RECEBIMENTO,Req 9334 (suporte) recebida na fila,1765574684.406289
925,Server-A,RECEBIMENTO,Req 9335 (suporte) recebida na fila,1765574684.406289
925,Server-A,RECEBIMENTO,Req 9336 (vendas) recebida na fila,1765574684.4073129
925,Server-A,RECEBIMENTO,Req 9337 (vendas) recebida na fila,1765574684.4073129
925,Server-A,RECEBIMENTO,Req 9338 (vendas) recebida na fila,1765574684.4073129
925,Server-A,RECEBIMENTO,Req 9339 (suporte) recebida na fila,1765574684.4073129
771,Server-C,FALHA_ATENDENTE,Atendente Server-C-VEN0330 (vendas) FALHOU,1765574684.406289
771,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-VEN0637 ENTROU substituindo Server-C-VEN0330,1765574684.406289
925,Server-A,RECEBIMENTO,Req 9340 (vendas) recebida na fila,1765574684.4073129
771,Server-C,FALHA_ATENDENTE,Atendente Server-C-RESERVA-SUP0608 (suporte) FALHOU,1765574684.406289
771,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-SUP0638 ENTROU substituindo Server-C-RESERVA-SUP0608,1765574684.406289
925,Server-A,RECEBIMENTO,Req 9341 (suporte) recebida na fila,1765574684.4073129
925,Server-A,RECEBIMENTO,Req 9342 (vendas) recebida na fila,1765574684.4073129
925,Server-A,RECEBIMENTO,Req 9343 (suporte) recebida na fila,1765574684.4073129
925,Server-A,RECEBIMENTO,Req 9344 (vendas) recebida na fila,1765574684.4073129
925,Server-A,RECEBIMENTO,Req 9345 (suporte) recebida na fila,1765574684.4073129
925,Server-A,RECEBIMENTO,Req 9346 (vendas) recebida na fila,1765574684.4073129
925,Server-A,RECEBIMENTO,Req 9347 (vendas) recebida na fila,1765574684.4073129
925,Server-A,RECEBIMENTO,Req 9348 (suporte) recebida na fila,1765574684.4089766
925,Server-A,RECEBIMENTO,Req 9349 (suporte) recebida na fila,1765574684.4089766
925,Server-A,RECEBIMENTO,Req 9350 (suporte) recebida na fila,1765574684.4089766
925,Server-A,RECEBIMENTO,Req 9351 (vendas) recebida na fila,1765574684.4089766
925,Server-A,RECEBIMENTO,Req 9352 (suporte) recebida na fila,1765574684.4089766
925,Server-A,RECEBIMENTO,Req 9353 (vendas) recebida na fila,1765574684.4089766
925,Server-A,RECEBIMENTO,Req 9354 (suporte) recebida na fila,1765574684.4089766
925,Server-A,RECEBIMENTO,Req 9355 (suporte) recebida na fila,1765574684.4089766
925,Server-A,RECEBIMENTO,Req 9356 (suporte) recebida na fila,1765574684.4089766
925,Server-A,RECEBIMENTO,Req 9357 (vendas) recebida na fila,1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9324 FINALIZADA por Server-A-SUP0003 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9325 FINALIZADA por Server-A-SUP0008 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9329 FINALIZADA por Server-A-SUP0012 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9330 FINALIZADA por Server-A-SUP0021 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9331 FINALIZADA por Server-A-SUP0022 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9332 FINALIZADA por Server-A-SUP0023 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9333 FINALIZADA por Server-A-SUP0028 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9334 FINALIZADA por Server-A-SUP0029 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9335 FINALIZADA por Server-A-SUP0030 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9339 FINALIZADA por Server-A-SUP0036 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9341 FINALIZADA por Server-A-SUP0038 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9343 FINALIZADA por Server-A-SUP0040 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9345 FINALIZADA por Server-A-SUP0041 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9348 FINALIZADA por Server-A-SUP0043 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9349 FINALIZADA por Server-A-SUP0046 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9350 FINALIZADA por Server-A-SUP0047 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9352 FINALIZADA por Server-A-SUP0048 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9354 FINALIZADA por Server-A-SUP0056 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9355 FINALIZADA por Server-A-SUP0057 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9356 FINALIZADA por Server-A-SUP0058 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9323 FINALIZADA por Server-A-VEN0000 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9326 FINALIZADA por Server-A-VEN0001 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9327 FINALIZADA por Server-A-VEN0004 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9328 FINALIZADA por Server-A-VEN0005 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9336 FINALIZADA por Server-A-VEN0010 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9337 FINALIZADA por Server-A-VEN0015 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9338 FINALIZADA por Server-A-VEN0016 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9340 FINALIZADA por Server-A-VEN0018 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9342 FINALIZADA por Server-A-VEN0020 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9344 FINALIZADA por Server-A-VEN0023 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9346 FINALIZADA por Server-A-VEN0025 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9347 FINALIZADA por Server-A-VEN0026 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9351 FINALIZADA por Server-A-VEN0027 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9353 FINALIZADA por Server-A-VEN0030 (0 transferências),1765574684.4089766
925,Server-A,ATENDIMENTO,Req 9357 FINALIZADA por Server-A-VEN0032 (0 transferências),1765574684.4089766
772,Server-C,FALHA_ATENDENTE,Atendente Server-C-VEN0056 (vendas) FALHOU,1765574684.4181416
772,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-VEN0639 ENTROU substituindo Server-C-VEN0056,1765574684.4181416
772,Server-C,FALHA_ATENDENTE,Atendente Server-C-RESERVA-SUP0414 (vendas) FALHOU,1765574684.4181416
772,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-SUP0640 ENTROU substituindo Server-C-RESERVA-SUP0414,1765574684.4181416
772,Server-C,FALHA_ATENDENTE,Atendente Server-C-RESERVA-VEN0581 (vendas) FALHOU,1765574684.4181416
772,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-VEN0641 ENTROU substituindo Server-C-RESERVA-VEN0581,1765574684.4181416
926,Server-A,RECEBIMENTO,Req 9358 (vendas) recebida na fila,1765574684.4213433
926,Server-A,RECEBIMENTO,Req 9359 (vendas) recebida na fila,1765574684.4213433
926,Server-A,RECEBIMENTO,Req 9360 (vendas) recebida na fila,1765574684.4213433
926,Server-A,RECEBIMENTO,Req 9361 (vendas) recebida na fila,1765574684.4213433
926,Server-A,RECEBIMENTO,Req 9362 (suporte) recebida na fila,1765574684.4213433
926,Server-A,RECEBIMENTO,Req 9363 (suporte) recebida na fila,1765574684.4213433
926,Server-A,RECEBIMENTO,Req 9364 (suporte) recebida na fila,1765574684.4213433
926,Server-A,RECEBIMENTO,Req 9365 (vendas) recebida na fila,1765574684.4213433
926,Server-A,RECEBIMENTO,Req 9366 (suporte) recebida na fila,1765574684.4213433
926,Server-A,RECEBIMENTO,Req 9367 (vendas) recebida na fila,1765574684.4213433
926,Server-A,RECEBIMENTO,Req 9368 (suporte) recebida na fila,1765574684.4213433
926,Server-A,RECEBIMENTO,Req 9369 (suporte) recebida na fila,1765574684.4213433
926,Server-A,RECEBIMENTO,Req 9370 (vendas) recebida na fila,1765574684.4213433
926,Server-A,RECEBIMENTO,Req 9371 (suporte) recebida na fila,1765574684.4229867
926,Server-A,RECEBIMENTO,Req 9372 (vendas) recebida na fila,1765574684.4229867
926,Server-A,RECEBIMENTO,Req 9373 (vendas) recebida na fila,1765574684.4229867
926,Server-A,RECEBIMENTO,Req 9374 (vendas) recebida na fila,1765574684.4229867
926,Server-A,RECEBIMENTO,Req 9375 (suporte) recebida na fila,1765574684.4229867
926,Server-A,RECEBIMENTO,Req 9376 (vendas) recebida na fila,1765574684.4229867
926,Server-A,RECEBIMENTO,Req 9377 (suporte) recebida na fila,1765574684.4229867
926,Server-A,FALHA_ATENDENTE,Atendente Server-A-SUP0353 (suporte) FALHOU,1765574684.4229867
926,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-SUP0362 ENTROU substituindo Server-A-SUP0353,1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9362 FINALIZADA por Server-A-SUP0003 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9363 FINALIZADA por Server-A-SUP0008 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9364 FINALIZADA por Server-A-SUP0012 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9366 FINALIZADA por Server-A-SUP0021 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9368 FINALIZADA por Server-A-SUP0022 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9369 FINALIZADA por Server-A-SUP0023 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9371 FINALIZADA por Server-A-SUP0028 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9375 FINALIZADA por Server-A-SUP0029 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9377 FINALIZADA por Server-A-SUP0030 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9358 FINALIZADA por Server-A-VEN0000 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9359 FINALIZADA por Server-A-VEN0001 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9360 FINALIZADA por Server-A-VEN0004 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9361 FINALIZADA por Server-A-VEN0005 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9365 FINALIZADA por Server-A-VEN0010 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9367 FINALIZADA por Server-A-VEN0015 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9370 FINALIZADA por Server-A-VEN0016 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9372 FINALIZADA por Server-A-VEN0018 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9373 FINALIZADA por Server-A-VEN0020 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9374 FINALIZADA por Server-A-VEN0023 (0 transferências),1765574684.4229867
926,Server-A,ATENDIMENTO,Req 9376 FINALIZADA por Server-A-VEN0025 (0 transferências),1765574684.4229867
773,Server-C,FALHA_ATENDENTE,Atendente Server-C-RESERVA-SUP0630 (suporte) FALHOU,1765574684.4298708
773,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-SUP0642 ENTROU substituindo Server-C-RESERVA-SUP0630,1765574684.4298708
927,Server-A,RECEBIMENTO,Req 9378 (suporte) recebida na fila,1765574684.435681
927,Server-A,RECEBIMENTO,Req 9379 (vendas) recebida na fila,1765574684.435681
927,Server-A,RECEBIMENTO,Req 9380 (vendas) recebida na fila,1765574684.435681
927,Server-A,RECEBIMENTO,Req 9381 (vendas) recebida na fila,1765574684.435681
927,Server-A,RECEBIMENTO,Req 9382 (suporte) recebida na fila,1765574684.435681
927,Server-A,RECEBIMENTO,Req 9383 (suporte) recebida na fila,1765574684.435681
927,Server-A,RECEBIMENTO,Req 9384 (vendas) recebida na fila,1765574684.435681
927,Server-A,RECEBIMENTO,Req 9385 (suporte) recebida na fila,1765574684.4362283
927,Server-A,ATENDIMENTO,Req 9378 FINALIZADA por Server-A-SUP0003 (0 transferências),1765574684.4362283
927,Server-A,ATENDIMENTO,Req 9382 FINALIZADA por Server-A-SUP0008 (0 transferências),1765574684.4362283
927,Server-A,ATENDIMENTO,Req 9383 FINALIZADA por Server-A-SUP0012 (0 transferências),1765574684.4362283
927,Server-A,ATENDIMENTO,Req 9385 FINALIZADA por Server-A-SUP0021 (0 transferências),1765574684.4362283
927,Server-A,ATENDIMENTO,Req 9379 FINALIZADA por Server-A-VEN0000 (0 transferências),1765574684.4362283
927,Server-A,ATENDIMENTO,Req 9380 FINALIZADA por Server-A-VEN0001 (0 transferências),1765574684.4362283
927,Server-A,ATENDIMENTO,Req 9381 FINALIZADA por Server-A-VEN0004 (0 transferências),1765574684.4362283
927,Server-A,ATENDIMENTO,Req 9384 FINALIZADA por Server-A-VEN0005 (0 transferências),1765574684.4362283
964,Server-B,FALHA_ATENDENTE,Atendente Server-B-RESERVA-SUP0336 (vendas) FALHOU,1765574684.4377787
964,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0541 ENTROU substituindo Server-B-RESERVA-SUP0336,1765574684.4377787
774,Server-C,FALHA_ATENDENTE,Atendente Server-C-VEN0427 (vendas) FALHOU,1765574684.441441
774,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-VEN0643 ENTROU substituindo Server-C-VEN0427,1765574684.441441
928,Server-A,RECEBIMENTO,Req 9386 (vendas) recebida na fila,1765574684.4480813
928,Server-A,RECEBIMENTO,Req 9387 (vendas) recebida na fila,1765574684.4480813
928,Server-A,RECEBIMENTO,Req 9388 (vendas) recebida na fila,1765574684.4480813
928,Server-A,RECEBIMENTO,Req 9389 (vendas) recebida na fila,1765574684.4480813
928,Server-A,RECEBIMENTO,Req 9390 (suporte) recebida na fila,1765574684.4480813
928,Server-A,RECEBIMENTO,Req 9391 (suporte) recebida na fila,1765574684.4480813
928,Server-A,RECEBIMENTO,Req 9392 (vendas) recebida na fila,1765574684.4480813
928,Server-A,RECEBIMENTO,Req 9393 (vendas) recebida na fila,1765574684.4480813
928,Server-A,RECEBIMENTO,Req 9394 (suporte) recebida na fila,1765574684.4480813
928,Server-A,RECEBIMENTO,Req 9395 (vendas) recebida na fila,1765574684.4480813
928,Server-A,RECEBIMENTO,Req 9396 (vendas) recebida na fila,1765574684.4480813
928,Server-A,RECEBIMENTO,Req 9397 (vendas) recebida na fila,1765574684.449647
928,Server-A,RECEBIMENTO,Req 9398 (vendas) recebida na fila,1765574684.449647
928,Server-A,RECEBIMENTO,Req 9399 (suporte) recebida na fila,1765574684.449647
928,Server-A,RECEBIMENTO,Req 9400 (suporte) recebida na fila,1765574684.449647
928,Server-A,RECEBIMENTO,Req 9401 (suporte) recebida na fila,1765574684.449647
928,Server-A,RECEBIMENTO,Req 9402 (suporte) recebida na fila,1765574684.449647
928,Server-A,RECEBIMENTO,Req 9403 (vendas) recebida na fila,1765574684.449647
928,Server-A,RECEBIMENTO,Req 9404 (suporte) recebida na fila,1765574684.449647
928,Server-A,RECEBIMENTO,Req 9405 (vendas) recebida na fila,1765574684.449647
928,Server-A,RECEBIMENTO,Req 9406 (vendas) recebida na fila,1765574684.449647
928,Server-A,RECEBIMENTO,Req 9407 (suporte) recebida na fila,1765574684.449647
928,Server-A,RECEBIMENTO,Req 9408 (vendas) recebida na fila,1765574684.449647
928,Server-A,RECEBIMENTO,Req 9409 (suporte) recebida na fila,1765574684.449647
928,Server-A,RECEBIMENTO,Req 9410 (vendas) recebida na fila,1765574684.449647
928,Server-A,ATENDIMENTO,Req 9390 FINALIZADA por Server-A-SUP0003 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9391 FINALIZADA por Server-A-SUP0008 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9394 FINALIZADA por Server-A-SUP0012 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9399 FINALIZADA por Server-A-SUP0021 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9400 FINALIZADA por Server-A-SUP0022 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9401 FINALIZADA por Server-A-SUP0023 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9402 FINALIZADA por Server-A-SUP0028 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9404 FINALIZADA por Server-A-SUP0029 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9407 FINALIZADA por Server-A-SUP0030 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9409 FINALIZADA por Server-A-SUP0036 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9386 FINALIZADA por Server-A-VEN0000 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9387 FINALIZADA por Server-A-VEN0001 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9388 FINALIZADA por Server-A-VEN0004 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9389 FINALIZADA por Server-A-VEN0005 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9392 FINALIZADA por Server-A-VEN0010 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9393 FINALIZADA por Server-A-VEN0015 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9395 FINALIZADA por Server-A-VEN0016 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9396 FINALIZADA por Server-A-VEN0018 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9397 FINALIZADA por Server-A-VEN0020 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9398 FINALIZADA por Server-A-VEN0023 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9403 FINALIZADA por Server-A-VEN0025 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9405 FINALIZADA por Server-A-VEN0026 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9406 FINALIZADA por Server-A-VEN0027 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9408 FINALIZADA por Server-A-VEN0030 (0 transferências),1765574684.4513168
928,Server-A,ATENDIMENTO,Req 9410 FINALIZADA por Server-A-VEN0032 (0 transferências),1765574684.4513168
775,Server-C,FALHA_ATENDENTE,Atendente Server-C-RESERVA-VEN0149 (suporte) FALHOU,1765574684.4534783
775,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-SUP0644 ENTROU substituindo Server-C-RESERVA-VEN0149,1765574684.4534783
775,Server-C,FALHA_ATENDENTE,Atendente Server-C-RESERVA-VEN0419 (suporte) FALHOU,1765574684.4534783
775,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-VEN0645 ENTROU substituindo Server-C-RESERVA-VEN0419,1765574684.4534783
966,Server-B,FALHA_ATENDENTE,Atendente Server-B-SUP0458 (suporte) FALHOU,1765574684.4616182
966,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0542 ENTROU substituindo Server-B-SUP0458,1765574684.4616182
929,Server-A,RECEBIMENTO,Req 9411 (vendas) recebida na fila,1765574684.463299
929,Server-A,RECEBIMENTO,Req 9412 (suporte) recebida na fila,1765574684.463299
929,Server-A,RECEBIMENTO,Req 9413 (suporte) recebida na fila,1765574684.4638562
929,Server-A,RECEBIMENTO,Req 9414 (suporte) recebida na fila,1765574684.4638562
929,Server-A,RECEBIMENTO,Req 9415 (suporte) recebida na fila,1765574684.4644058
929,Server-A,RECEBIMENTO,Req 9416 (vendas) recebida na fila,1765574684.4644058
929,Server-A,RECEBIMENTO,Req 9417 (vendas) recebida na fila,1765574684.4644058
929,Server-A,RECEBIMENTO,Req 9418 (suporte) recebida na fila,1765574684.4644058
929,Server-A,RECEBIMENTO,Req 9419 (vendas) recebida na fila,1765574684.4644058
929,Server-A,RECEBIMENTO,Req 9420 (vendas) recebida na fila,1765574684.4654531
929,Server-A,RECEBIMENTO,Req 9421 (suporte) recebida na fila,1765574684.4654531
929,Server-A,RECEBIMENTO,Req 9422 (suporte) recebida na fila,1765574684.4654531
929,Server-A,RECEBIMENTO,Req 9423 (vendas) recebida na fila,1765574684.4654531
929,Server-A,RECEBIMENTO,Req 9424 (vendas) recebida na fila,1765574684.4665074
929,Server-A,RECEBIMENTO,Req 9425 (suporte) recebida na fila,1765574684.4665074
929,Server-A,RECEBIMENTO,Req 9426 (vendas) recebida na fila,1765574684.4665074
929,Server-A,RECEBIMENTO,Req 9427 (suporte) recebida na fila,1765574684.467069
776,Server-C,FALHA_ATENDENTE,Atendente Server-C-RESERVA-SUP0408 (suporte) FALHOU,1765574684.4654531
929,Server-A,RECEBIMENTO,Req 9428 (vendas) recebida na fila,1765574684.467069
776,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-SUP0646 ENTROU substituindo Server-C-RESERVA-SUP0408,1765574684.4654531
929,Server-A,RECEBIMENTO,Req 9429 (vendas) recebida na fila,1765574684.467069
929,Server-A,RECEBIMENTO,Req 9430 (vendas) recebida na fila,1765574684.467069
929,Server-A,RECEBIMENTO,Req 9431 (suporte) recebida na fila,1765574684.467069
929,Server-A,RECEBIMENTO,Req 9432 (vendas) recebida na fila,1765574684.467069
929,Server-A,RECEBIMENTO,Req 9433 (suporte) recebida na fila,1765574684.467069
929,Server-A,RECEBIMENTO,Req 9434 (suporte) recebida na fila,1765574684.4686875
929,Server-A,RECEBIMENTO,Req 9435 (suporte) recebida na fila,1765574684.4686875
929,Server-A,RECEBIMENTO,Req 9436 (vendas) recebida na fila,1765574684.4686875
929,Server-A,RECEBIMENTO,Req 9437 (vendas) recebida na fila,1765574684.4686875
929,Server-A,RECEBIMENTO,Req 9438 (vendas) recebida na fila,1765574684.4686875
929,Server-A,RECEBIMENTO,Req 9439 (vendas) recebida na fila,1765574684.4686875
929,Server-A,RECEBIMENTO,Req 9440 (vendas) recebida na fila,1765574684.4686875
929,Server-A,RECEBIMENTO,Req 9441 (vendas) recebida na fila,1765574684.4686875
929,Server-A,RECEBIMENTO,Req 9442 (suporte) recebida na fila,1765574684.4686875
929,Server-A,RECEBIMENTO,Req 9443 (suporte) recebida na fila,1765574684.4704008
929,Server-A,RECEBIMENTO,Req 9444 (suporte) recebida na fila,1765574684.4704008
929,Server-A,RECEBIMENTO,Req 9445 (suporte) recebida na fila,1765574684.4704008
929,Server-A,RECEBIMENTO,Req 9446 (vendas) recebida na fila,1765574684.4704008
929,Server-A,RECEBIMENTO,Req 9447 (vendas) recebida na fila,1765574684.4704008
929,Server-A,RECEBIMENTO,Req 9448 (suporte) recebida na fila,1765574684.4704008
929,Server-A,RECEBIMENTO,Req 9449 (suporte) recebida na fila,1765574684.4704008
929,Server-A,RECEBIMENTO,Req 9450 (suporte) recebida na fila,1765574684.4704008
929,Server-A,RECEBIMENTO,Req 9451 (vendas) recebida na fila,1765574684.4720857
929,Server-A,RECEBIMENTO,Req 9452 (vendas) recebida na fila,1765574684.4720857
929,Server-A,RECEBIMENTO,Req 9453 (suporte) recebida na fila,1765574684.4726312
929,Server-A,RECEBIMENTO,Req 9454 (vendas) recebida na fila,1765574684.4726312
929,Server-A,RECEBIMENTO,Req 9455 (vendas) recebida na fila,1765574684.4726312
929,Server-A,RECEBIMENTO,Req 9456 (suporte) recebida na fila,1765574684.4726312
929,Server-A,FALHA_ATENDENTE,Atendente Server-A-VEN0170 (vendas) FALHOU,1765574684.4726312
